clause_type,preprocessed_text
indemnification,"['subadvis', 'agre', 'indemnifi', 'hold', 'trust', 'manag', 'harmless', 'direct', 'indirect', 'liabil', 'loss', 'damag', 'includ', 'reason', 'attornei', 'fee', 'suffer', 'trust', 'manag', 'result', 'subadviser’', 'breach', 'duti', 'hereund', 'bad', 'faith', 'will', 'misfeas', 'reckless', 'disregard', 'gross', 'neglig', 'subadvis', 'director', 'offic', 'employe', 'perform', 'subadviser’', 'duti', 'oblig', 'agreement', 'extent', 'loss', 'result', 'trust’', 'manager’', 'will', 'misfeas', 'bad', 'faith', 'reckless', 'disregard', 'neglig', 'perform', 'respect', 'duti', 'oblig', 'manag', 'contract', 'agreement']"
confidential-information,"['parti', '“disclos', 'party”', 'disclos', 'parti', '“receiv', 'party”', 'receiv', 'parti', 'acquir', 'cours', 'conduct', 'activ', 'agreement', 'certain', 'proprietari', 'confidenti', 'inform', 'disclos', 'parti', 'connect', 'agreement', 'term', '“confidenti', 'information”', 'shall', 'mean', 'idea', 'inform', 'kind', 'written', 'oral', 'graphic', 'machin', 'readabl', 'form', 'mark', 'confidenti', 'proprietari', 'transfer', 'disclos', 'avail', 'disclos', 'parti', 'accord', 'section']"
arbitration,"['extent', 'permit', 'applic', 'law', 'controversi', 'disput', 'aris', 'relat', 'agreement', 'alleg', 'breach', 'hereof', 'shall', 'settl', 'arbitr', 'pennington', 'new', 'jersei', 'accord', 'commerci', 'rule', 'american', 'arbitr', 'associ', 'exist', 'extent', 'rule', 'inconsist', 'provis', 'agreement', 'understood', 'agre', 'arbitr', 'panel', 'shall', 'consist', 'individu', 'accept', 'parti', 'hereto', 'event', 'parti', 'agre', 'arbitr', 'dai', 'follow', 'receipt', 'parti', 'demand', 'arbitr', 'parti', 'execut', 'compani', 'shall', 'design', 'arbitr', 'arbitr', 'select', 'shall', 'select', 'arbitr', 'arbitr', 'panel', 'select', 'shall', 'conven', 'hear', 'later', 'dai', 'follow', 'select', 'panel', 'arbitr', 'award', 'shall', 'final', 'bind', 'parti', 'judgment', 'enter', 'thereon', 'commonwealth', 'pennsylvania', 'court', 'common', 'plea', 'court', 'compet', 'jurisdict']"
arbitration,"['controversi', 'employ', 'employe', 'involv', 'construct', 'applic', 'term', 'provis', 'condit', 'agreement', 'save', 'breach', 'aris', 'section', 'hereof', 'shall', 'written', 'request', 'parti', 'serv', 'submit', 'arbitr', 'arbitr', 'shall', 'compli', 'govern', 'rule', 'american', 'arbitr', 'associ', 'arbitr', 'demand', 'year', 'date', 'parti', 'demand', 'arbitr', 'notic', 'exist', 'claim', 'arbitr', 'right', 'arbitr', 'claim', 'shall', 'consid', 'waiv', 'arbitr', 'shall', 'select', 'accord', 'procedur', 'american', 'arbitr', 'associ', 'cost', 'arbitr', 'shall', 'born', 'lose', 'parti', 'proport', 'arbitr', 'shall', 'decid', 'arbitr', 'shall', 'author', 'add', 'subtract', 'modifi', 'provis', 'agreement', 'award', 'punit', 'damag', 'parti']"
indemnification-and-contribution,"['compani', 'offer', 'secur', 'guarante', 'debt', 'secur', 'issuer', 'indemnifi', 'jointli', 'sever', 'hold', 'harmless', 'underwrit', 'director', 'offic', 'employe', 'underwrit', 'person', 'control', 'underwrit', 'mean', 'act', 'exchang', 'act', 'loss', 'claim', 'damag', 'liabil', 'joint', 'subject', 'act', 'exchang', 'act', 'feder', 'state', 'statutori', 'law', 'regul', 'common', 'law', 'insofar', 'loss', 'claim', 'damag', 'liabil', 'aris', 'base', 'untru', 'statement', 'alleg', 'untru', 'statement', 'materi', 'fact', 'contain', 'registr', 'statement', 'final', 'prospectu', 'disclosur', 'packag', 'preliminari', 'final', 'prospectu', 'issuer', 'free', 'write', 'prospectu', 'amend', 'supplement', 'compani', 'issuer', 'shall', 'furnish', 'amend', 'supplement', 'thereto', 'caus', 'omiss', 'alleg', 'omiss', 'state', 'materi', 'fact', 'requir', 'state', 'necessari', 'statement', 'light', 'circumst', 'mislead', 'reimburs', 'indemnifi', 'parti', 'legal', 'expens', 'reason', 'incur', 'connect', 'investig', 'defend', 'loss', 'claim', 'damag', 'liabil', 'action', 'expens', 'incur', 'provid', 'compani', 'offer', 'secur', 'guarante', 'debt', 'secur', 'issuer', 'liabl', 'case', 'extent', 'loss', 'claim', 'damag', 'liabil', 'aris', 'base', 'untru', 'statement', 'alleg', 'untru', 'statement', 'omiss', 'alleg', 'omiss', 'document', 'relianc', 'conform', 'written', 'inform', 'furnish', 'compani', 'issuer', 'behalf', 'underwrit', 'repres', 'specif', 'us']"
confidentiality,"['nld', 'agre', 'treat', 'record', 'inform', 'relat', 'trust', 'proprietari', 'inform', 'trust', 'behalf', 'employe', 'confidenti', 'inform', 'nld']"
capitalization,"['section', 'disclosur', 'schedul', 'set', 'forth', 'author', 'capit', 'stock', 'type', 'thereof', 'compani', 'number', 'share', 'type', 'capit', 'stock', 'compani', 'issu', 'outstand', 'validli', 'issu', 'fulli', 'paid', 'nonassess', 'issu', 'outstand', 'share', 'capit', 'stock', 'compani', 'issu', 'violat', 'preemptiv', 'right', 'option', 'equiti', 'award', 'phantom', 'equiti', 'award', 'warrant', 'convert', 'secur', 'interest', 'econom', 'right', 'agreement', 'arrang', 'commit', 'charact', 'relat', 'capit', 'stock', 'compani', 'includ', 'share', 'oblig', 'seller', 'compani', 'issu', 'sell', 'capit', 'stock', 'includ', 'share', 'compani', 'outstand', 'contractu', 'oblig', 'compani', 'repurchas', 'redeem', 'acquir', 'share', 'capit', 'stock', 'interest', 'provid', 'fund', 'invest', 'form', 'loan', 'capit', 'contribut', 'person', 'share', 'constitut', 'issu', 'outstand', 'capit', 'stock', 'compani', 'own', 'record', 'benefici', 'seller', 'set', 'forth', 'section', 'disclosur', 'schedul', 'consumm', 'transact', 'contempl', 'agreement', 'registr', 'share', 'purchas', 'stock', 'record', 'compani', 'purchas', 'issu', 'outstand', 'capit', 'stock', 'compani', 'free', 'clear', 'encumbr', 'encumbr', 'aris', 'result', 'action', 'parent', 'purchas', 'affili', 'vote', 'trust', 'stockhold', 'agreement', 'proxi', 'agreement', 'understand', 'effect', 'respect', 'vote', 'transfer', 'share']"
indemnification-by-the-company,"['compani', 'shall', 'notwithstand', 'termin', 'agreement', 'indemnifi', 'hold', 'harmless', 'purchas', 'offic', 'director', 'partner', 'member', 'agent', 'broker', 'includ', 'broker', 'offer', 'sell', 'registr', 'secur', 'princip', 'result', 'pledg', 'failur', 'perform', 'margin', 'common', 'stock', 'invest', 'advisor', 'employe', 'person', 'control', 'purchas', 'mean', 'section', 'secur', 'act', 'section', 'exchang', 'act', 'offic', 'director', 'partner', 'member', 'agent', 'employe', 'control', 'person', 'fullest', 'extent', 'permit', 'applic', 'law', 'loss', 'incur', 'aris', 'relat', 'untru', 'alleg', 'untru', 'statement', 'materi', 'fact', 'contain', 'registr', 'statement', 'prospectu', 'form', 'prospectu', 'amend', 'supplement', 'thereto', 'preliminari', 'prospectu', 'aris', 'relat', 'omiss', 'alleg', 'omiss', 'materi', 'fact', 'requir', 'state', 'necessari', 'statement', 'case', 'prospectu', 'form', 'prospectu', 'supplement', 'thereto', 'light', 'circumst', 'mislead', 'extent', 'extent', 'untru', 'statement', 'alleg', 'untru', 'statement', 'omiss', 'alleg', 'omiss', 'base', 'sole', 'inform', 'purchas', 'furnish', 'write', 'compani', 'purchas', 'expressli', 'us', 'extent', 'inform', 'relat', 'purchas', 'purchas', 'propos', 'method', 'distribut', 'registr', 'secur', 'review', 'expressli', 'approv', 'write', 'purchas', 'expressli', 'us', 'registr', 'statement', 'prospectu', 'form', 'prospectu', 'amend', 'supplement', 'thereto', 'case', 'occurr', 'event', 'type', 'specifi', 'section', 'vii', 'us', 'purchas', 'outdat', 'defect', 'prospectu', 'compani', 'notifi', 'purchas', 'write', 'prospectu', 'outdat', 'defect', 'prior', 'receipt', 'purchas', 'advic', 'contempl', 'section', 'compani', 'shall', 'notifi', 'purchas', 'promptli', 'institut', 'threat', 'assert', 'proceed', 'compani', 'awar', 'connect', 'transact', 'contempl', 'agreement']"
contribution,"['indemnif', 'provid', 'appendix', 'unavail', 'compani', 'sell', 'holder', 'underwrit', 'respect', 'loss', 'claim', 'damag', 'liabil', 'expens', 'judgment', 'refer', 'indemnifi', 'parti', 'lieu', 'indemnifi', 'indemnifi', 'parti', 'shall', 'contribut', 'paid', 'payabl', 'indemnifi', 'parti', 'result', 'loss', 'claim', 'damag', 'liabil', 'expens', 'judgment', 'compani', 'sell', 'holder', 'hand', 'underwrit', 'proport', 'appropri', 'reflect', 'rel', 'benefit', 'receiv', 'compani', 'sell', 'holder', 'hand', 'underwrit', 'offer', 'registr', 'secur', 'alloc', 'permit', 'applic', 'law', 'proport', 'appropri', 'reflect', 'rel', 'benefit', 'rel', 'fault', 'compani', 'sell', 'holder', 'hand', 'underwrit', 'connect', 'statement', 'omiss', 'result', 'loss', 'claim', 'damag', 'liabil', 'expens', 'judgment', 'relev', 'equit', 'consider', 'compani', 'hand', 'sell', 'holder', 'proport', 'appropri', 'reflect', 'rel', 'fault', 'compani', 'sell', 'holder', 'connect', 'statement', 'omiss', 'relev', 'equit', 'consider', 'rel', 'benefit', 'receiv', 'compani', 'sell', 'holder', 'hand', 'underwrit', 'shall', 'deem', 'proport', 'total', 'proce', 'offer', 'net', 'underwrit', 'discount', 'commiss', 'deduct', 'expens', 'receiv', 'compani', 'sell', 'holder', 'bear', 'total', 'underwrit', 'discount', 'commiss', 'receiv', 'underwrit', 'case', 'set', 'forth', 'tabl', 'cover', 'page', 'prospectu', 'rel', 'fault', 'compani', 'hand', 'sell', 'holder', 'shall', 'determin', 'refer', 'thing', 'untru', 'alleg', 'untru', 'statement', 'materi', 'fact', 'omiss', 'alleg', 'omiss', 'state', 'materi', 'fact', 'relat', 'inform', 'suppli', 'parti', 'party’', 'rel', 'intent', 'knowledg', 'access', 'inform', 'opportun', 'correct', 'prevent', 'statement', 'omiss', 'compani', 'holder', 'agre']"
payment-of-expenses,"['compani', 'pai', 'follow', 'expens', 'incid', 'perform', 'oblig', 'trust', 'sell', 'agent', 'agreement', 'includ', 'prepar', 'file', 'print', 'deliveri', 'registr', 'statement', 'origin', 'file', 'amend', 'thereto', 'preliminari', 'prospectu', 'prospectu', 'amend', 'supplement', 'thereto', 'prepar', 'print', 'deliveri', 'program', 'document', 'iii', 'prepar', 'issuanc', 'deliveri', 'note', 'includ', 'fee', 'expens', 'relat', 'elig', 'issuanc', 'note', 'book', 'entri', 'form', 'cost', 'obtain', 'cusip', 'identif', 'number', 'note', 'fee', 'disburs', 'compani', 'trust', 'account', 'counsel', 'advisor', 'agent', 'includ', 'calcul', 'agent', 'exchang', 'rate', 'agent', 'truste', 'administr', 'indentur', 'truste', 'counsel', 'reason', 'fee', 'disburs', 'counsel', 'agent', 'incur', 'connect', 'establish', 'mainten', 'program', 'incur', 'time', 'time', 'connect', 'transact', 'contempl', 'fee', 'charg', 'nation', 'recogn', 'statist', 'rate', 'organ', 'rate', 'program', 'note', 'vii', 'fee', 'expens', 'incur', 'connect', 'list', 'note', 'secur', 'exchang', 'viii', 'file', 'fee', 'incid', 'reason', 'fee', 'disburs', 'counsel', 'agent', 'connect', 'review', 'nasd', 'advertis', 'pocket', 'expens', 'agent', 'incur', 'prior', 'written', 'approv', 'compani', 'trust']"
confidentiality,"['parti', 'agre', 'inform', 'defin', 'kept', 'confidenti', 'parti', 'repres', 'disclos', 'divulg', 'person', 'express', 'prior', 'written', 'consent', 'parti', 'agreement', 'shall', 'preclud', 'parti', 'repres', 'disclos', 'inform', 'gener', 'avail', 'public', 'domain', 'result', 'disclosur', 'parti', 'repres']"
payment-of-expenses,"['compani', 'agre', 'pai', 'reimburs', 'paid', 'underwrit', 'transact', 'contempl', 'consumm', 'agreement', 'termin', 'cost', 'incid', 'author', 'issuanc', 'sale', 'deliveri', 'note', 'underwrit', 'tax', 'payabl', 'connect', 'cost', 'incid', 'registr', 'note', 'secur', 'act', 'cost', 'incid', 'prepar', 'print', 'distribut', 'registr', 'statement', 'base', 'prospectu', 'issuer', 'free', 'write', 'prospectu', 'gener', 'disclosur', 'packag', 'prospectu', 'amend', 'supplement', 'exhibit', 'thereto', 'document', 'incorpor', 'refer', 'reason', 'document', 'fee', 'expens', 'counsel', 'underwrit', 'incur', 'connect', 'secur', 'requir', 'review', 'finra', 'file', 'finra', 'cost', 'expens', 'incid', 'list', 'note', 'nasdaq', 'global', 'market', 'fee', 'expens', 'counsel', 'underwrit', 'incur', 'connect', 'qualifi', 'note', 'secur', 'law', 'jurisdict', 'provid', 'section', 'prepar', 'print', 'distribut', 'wrapper', 'blue', 'sky', 'memoranda', 'fee', 'expens', 'truste', 'transfer', 'agent', 'registrar', 'depositori', 'respect', 'note', 'expens', 'applic', 'fee', 'incur', 'connect', 'approv', 'note', 'book', 'entri', 'transfer', 'dtc', 'reason', 'fee', 'disburs', 'counsel', 'underwrit', 'aggreg', 'exce', 'cost', 'expens', 'compani', 'incid', 'offer', 'note', 'perform', 'oblig', 'compani', 'agreement', 'includ', 'limit', 'fee', 'expens', 'company’', 'counsel', 'company’', 'independ', 'account', 'travel', 'reason', 'expens', 'incur', 'compani', 'personnel', 'connect', '“road', 'show”']"
contribution,"['indemnif', 'provid', 'section', 'unavail', 'indemnifi', 'parti', 'respect', 'loss', 'claim', 'damag', 'action', 'liabil', 'cost', 'expens', 'refer', 'insuffici', 'hold', 'indemnifi', 'parti', 'harmless', 'contempl', 'indemnifi', 'parti', 'lieu', 'indemnifi', 'indemnifi', 'parti', 'shall', 'contribut', 'paid', 'payabl', 'indemnifi', 'parti', 'result', 'loss', 'claim', 'damag', 'action', 'liabil', 'cost', 'expens', 'proport', 'appropri', 'reflect', 'rel', 'fault', 'compani', 'hand', 'indemnite', 'hand', 'connect', 'statement', 'omiss', 'result', 'loss', 'claim', 'damag', 'action', 'liabil', 'cost', 'expens', 'relev', 'equit', 'consider', 'rel', 'fault', 'compani', 'hand', 'indemnite', 'hand', 'shall', 'determin', 'refer', 'factor', 'untru', 'alleg', 'untru', 'statement', 'materi', 'fact', 'omiss', 'state', 'materi', 'fact', 'relat', 'inform', 'suppli', 'compani', 'indemnite', 'parti', 'rel', 'intent', 'knowledg', 'access', 'inform', 'opportun', 'correct', 'prevent', 'statement', 'omiss', 'provid', 'event', 'shall', 'oblig', 'indemnifi', 'parti', 'contribut', 'section', 'exce', 'indemnifi', 'parti', 'oblig', 'pai', 'wai', 'indemnif', 'indemnif', 'provid', 'section', 'hereof', 'avail', 'circumst', 'compani', 'holder', 'agre', 'equit', 'contribut', 'pursuant', 'section', 'determin', 'pro', 'rata', 'alloc', 'method', 'alloc', 'account', 'equit', 'consider', 'refer', 'immedi', 'preced', 'paragraph', 'notwithstand', 'provis', 'section', 'holder', 'shall', 'requir', 'contribut', 'excess', 'gross', 'proce', 'sale', 'share', 'exce', 'damag', 'holder', 'requir', 'pai', 'reason', 'untru', 'alleg', 'untru', 'statement', 'omiss', 'indemnifi', 'parti', 'guilti', 'fraudul', 'misrepresent', 'mean', 'section', 'secur', 'act', 'shall', 'entitl', 'contribut', 'indemnifi', 'parti', 'guilti', 'fraudul', 'misrep']"
confidentiality,"['parti', 'hereto', 'shall', 'strictli', 'confidenti', 'proprietari', 'technic', 'busi', 'market', 'sale', 'inform', 'disclos', 'parti', 'hereto', 'connect', 'perform', 'agreement', '“confidenti', 'information”', 'shall', 'disclos', 'thereof', 'parti', 'us', 'benefit', 'benefit', 'parti', 'oblig', 'secreci', 'nonus', 'set', 'forth', 'shall', 'surviv', 'termin', 'agreement', 'period', 'year', 'exclud', 'provis', 'inform', 'avail', 'public', 'domain', 'inform', 'disclos', 'parti', 'parti', 'breach', 'confidenti', 'oblig', 'ow', 'person', 'entiti', 'notwithstand', 'forego', 'parti', 'hereto', 'disclos', 'confidenti', 'inform', 'banker', 'attornei', 'account', 'advisor', 'subject', 'confidenti', 'oblig', 'impos', 'requir', 'law', 'time', 'time', 'provid', 'parti', 'requir', 'disclos', 'provid', 'parti', 'extent', 'permit', 'reason', 'notic', 'order', 'parti', 'opportun', 'oppos', 'disclosur']"
capitalization,"['author', 'capit', 'stock', 'venu', 'consist', 'share', 'common', 'stock', 'par', 'valu', 'share', 'share', 'convert', 'share', 'par', 'valu', 'share', 'share', 'convert', 'redeem', 'prefer', 'share', 'par', 'valu', 'share', 'share', 'venu', 'stock', 'held', 'treasuri', 'share', 'design', 'power', 'prefer', 'right', 'qualif', 'limit', 'restrict', 'respect', 'class', 'seri', 'author', 'capit', 'stock', 'venu', 'set', 'forth', 'venu', 'certif', 'incorpor', 'record', 'secretari', 'state', 'texa', 'design', 'power', 'prefer', 'right', 'qualif', 'limit', 'restrict', 'valid', 'bind', 'enforc', 'accord', 'applic', 'law', 'outstand', 'share', 'venu', 'stock', 'duli', 'author', 'validli', 'issu', 'fulli', 'paid', 'non', 'assess', 'outstand', 'share', 'venu', 'stock', 'issu', 'complianc', 'applic', 'feder', 'state', 'secur', 'law', 'outstand', 'secur', 'issu', 'violat', 'pre', 'emptiv', 'right', 'right', 'refus', 'similar', 'right', 'set', 'forth', 'venu', 'disclosur', 'schedul', 'outstand', 'option', 'warrant', 'convert', 'secur', 'call', 'right', 'commit', 'preemptiv', 'right', 'agreement', 'instrument', 'understand', 'secur', 'charact', 'venu', 'parti', 'venu', 'bound', 'oblig', 'venu', 'issu', 'deliv', 'sell', 'caus', 'issu', 'deliv', 'sold', 'conting', 'addit', 'share', 'capit', 'stock', 'venu', 'secur', 'oblig', 'convert', 'exchang', 'share', 'grant', 'extend', 'enter', 'option', 'warrant', 'convert', 'secur', 'right', 'commit', 'preemptiv', 'right', 'agreement', 'outstand', 'oblig', 'conting', 'venu', 'purchas', 'redeem', 'acquir', 'capit', 'stock', 'venu', 'vote', 'trust', 'agreement', 'contract', 'agreement', 'arrang', 'commit', 'plan', 'understand', 'restrict', 'relat', 'vote', 'dividend', 'right', 'respect', 'venu', 'capit', 'stock', 'bond', 'debentur', 'note', 'indebted', 'have', 'right', 'vote', 'convert', 'secur', 'have', 'right', 'vote', 'matter', 'venu', 'stockhold', 'vote', 'issu', 'outstand', 'liabil', 'dividend', 'declar']"
capitalization,"['author', 'capit', 'stock', 'compani', 'consist', 'share', 'compani', 'common', 'stock', 'prefer', 'stock', 'date', 'agreement', 'share', 'compani', 'common', 'stock', 'issu', 'outstand', 'share', 'compani', 'common', 'stock', 'issu', 'held', 'treasuri', 'compani', 'iii', 'share', 'compani', 'common', 'stock', 'reserv', 'issuanc', 'compani', 'stock', 'plan', 'respect', 'option', 'award', 'outstand', 'date', 'hereof', 'section', 'compani', 'disclosur', 'letter', 'set', 'forth', 'date', 'agreement', 'number', 'share', 'subject', 'holder', 'vest', 'schedul', 'exercis', 'price', 'outstand', 'option', 'number', 'share', 'subject', 'holder', 'vest', 'schedul', 'outstand', 'compani', 'restrict', 'share', 'outstand', 'share', 'compani', 'common', 'stock', 'company’', 'restrict', 'share', 'outstand', 'compani', 'restrict', 'share', 'vest', 'restrict', 'thereon', 'laps', 'share', 'compani', 'common', 'stock', 'issu', 'pursuant', 'exercis', 'outstand', 'option', 'issu', 'accord', 'term', 'option', 'duli', 'author', 'validli', 'issu', 'fulli', 'paid', 'non', 'assess', 'set', 'forth', 'section', 'chang', 'result', 'exercis', 'option', 'issuanc', 'share', 'compani', 'restrict', 'share', 'vest', 'compani', 'restrict', 'share', 'outstand', 'date', 'hereof', 'share', 'capit', 'stock', 'compani', 'author', 'issu', 'outstand', 'exist', 'option', 'warrant', 'preemptiv', 'right', 'subscript', 'relat', 'issu', 'unissu', 'capit', 'stock', 'compani', 'subsidiari', 'oblig', 'compani', 'subsidiari', 'issu', 'transfer', 'sell', 'share', 'capit', 'stock', 'equiti', 'compani', 'subsidiari', 'secur', 'convert', 'exchang', 'share', 'equiti', 'interest', 'oblig', 'compani', 'subsidiari', 'grant', 'extend', 'enter', 'option', 'warrant', 'subscript', 'similar', 'instrument', 'outstand', 'contractu', 'oblig', 'compani', 'subsidiari', 'repurchas', 'redeem', 'acquir', 'share', 'capit', 'stock', 'compani', 'subsidiari', 'affili', 'compani', 'provid', 'fund', 'invest', 'form', 'loan', 'capit', 'contribut']"
